BLK_NO,STREET,MAX_FLOOR_LEVEL,YEAR_COMPLETED,RESIDENTIAL,COMMERCIAL,MARKET_HAWKER,MULTISTOREY_CARPARK,TOTAL_DWELLING_UNITS,REMAINING_LEASE,ADDRESS,lat,lon,postal
155,SIMEI RD,11,1988,Y,N,N,N,120,61,155 SIMEI RD Singapore,1.344699451,103.9582101,520155
155,WOODLANDS ST 13,12,1984,Y,N,N,N,110,57,155 WOODLANDS ST 13 Singapore,1.434734475,103.7745869,730155
155,YISHUN ST 11,12,1984,Y,N,N,N,88,57,155 YISHUN ST 11 Singapore,1.431886857,103.834256,760155
155,YUNG LOH RD,20,1994,Y,N,N,N,76,67,155 YUNG LOH RD Singapore,1.327671738,103.7224075,610155
155A,PASIR RIS ST 13,1,1993,N,N,N,N,0,66,155A PASIR RIS ST 13 Singapore,1.363832029,103.9633285,511155
155A,YUNG LOH RD,5,1994,N,N,N,Y,0,67,155A YUNG LOH RD Singapore,1.328150374,103.7223048,611155
156,ANG MO KIO AVE 4,11,1980,Y,N,N,N,155,53,156 ANG MO KIO AVE 4 Singapore,1.375495196,103.8399475,560156
156,BEDOK STH AVE 3,12,1985,Y,N,N,N,88,58,156 BEDOK STH AVE 3 Singapore,1.318286638,103.9454818,460156
156,BISHAN ST 13,22,1987,Y,N,N,N,114,60,156 BISHAN ST 13 Singapore,1.345323326,103.8565811,570156
156,BT BATOK ST 11,1,1985,N,Y,N,N,0,58,156 BT BATOK ST 11 Singapore,1.3483649,103.743842,650156
156,HOUGANG ST 11,11,1984,Y,N,N,N,80,57,156 HOUGANG ST 11 Singapore,1.352526802,103.8795949,530156
156,JLN TECK WHYE,21,1996,Y,N,N,N,80,69,156 JLN TECK WHYE Singapore,1.378838254,103.7566354,680156
156,LOR 1 TOA PAYOH,18,1997,Y,N,N,N,120,70,156 LOR 1 TOA PAYOH Singapore,1.332564732,103.8452069,310156
156,MEI LING ST,12,1969,Y,N,N,N,144,42,156 MEI LING ST Singapore,1.292985243,103.8044094,140156
156,PASIR RIS ST 13,9,1993,Y,Y,N,N,28,66,156 PASIR RIS ST 13 Singapore,1.364083645,103.9628953,510156
156,RIVERVALE CRES,17,2005,Y,N,N,N,146,78,156 RIVERVALE CRES Singapore,1.391108696,103.9074281,540156
156,SIMEI RD,11,1988,Y,Y,N,N,80,61,156 SIMEI RD Singapore,1.345150482,103.9587198,520156
156,TAMPINES ST 12,11,1983,Y,N,N,N,84,56,156 TAMPINES ST 12 Singapore,1.351621944,103.94509,521156
156,WOODLANDS ST 13,4,1985,Y,N,N,N,40,58,156 WOODLANDS ST 13 Singapore,1.434210272,103.7742839,730156
156,YISHUN ST 11,4,1984,Y,Y,N,N,25,57,156 YISHUN ST 11 Singapore,1.431887619,103.8335678,760156
156,YUNG LOH RD,15,1994,Y,N,N,N,88,67,156 YUNG LOH RD Singapore,1.32789041,103.7217888,610156
156A,BISHAN ST 11,33,2025,Y,N,N,N,182,98,156A BISHAN ST 11 Singapore,1.344730771,103.8565921,571156
156A,LOR 1 TOA PAYOH,5,1997,N,N,N,Y,0,70,156A LOR 1 TOA PAYOH Singapore,1.333152562,103.8452638,311156
156A,MEI LING ST,1,2005,N,N,N,N,0,78,156A MEI LING ST Singapore,1.2926597,103.8042508,141156
156A,RIVERVALE CRES,6,2005,N,Y,N,Y,0,78,156A RIVERVALE CRES Singapore,1.391664486,103.9069573,541156
156B,BISHAN ST 11,33,2025,Y,N,N,N,290,98,156B BISHAN ST 11 Singapore,1.344281359,103.856991,572156
156B,RIVERVALE CRES,1,2005,N,N,N,N,0,78,156B RIVERVALE CRES Singapore,1.392008427,103.9065143,542156
156C,BISHAN ST 11,2,2025,N,N,N,N,0,98,156C BISHAN ST 11 Singapore,1.344587395,103.8566319,573156
157,ANG MO KIO AVE 4,4,1981,Y,Y,N,N,47,54,157 ANG MO KIO AVE 4 Singapore,1.375305621,103.8393951,560157
157,BEDOK STH AVE 3,13,1984,Y,N,N,N,96,57,157 BEDOK STH AVE 3 Singapore,1.318736079,103.9457156,460157
157,BISHAN ST 13,22,1987,Y,N,N,N,114,60,157 BISHAN ST 13 Singapore,1.346057554,103.85668,570157
157,BT BATOK ST 11,4,1985,Y,Y,N,N,17,58,157 BT BATOK ST 11 Singapore,1.348368995,103.7434221,650157
157,HOUGANG ST 11,4,1984,Y,N,N,N,12,57,157 HOUGANG ST 11 Singapore,1.353014614,103.8797029,530157
157,JLN TECK WHYE,16,1996,Y,N,N,N,120,69,157 JLN TECK WHYE Singapore,1.379187865,103.7567829,680157
157,LOR 1 TOA PAYOH,11,1971,Y,N,N,N,353,44,157 LOR 1 TOA PAYOH Singapore,1.332206263,103.8454529,310157
157,MEI LING ST,16,1969,Y,Y,N,N,140,42,157 MEI LING ST Singapore,1.293111932,103.8037302,140157
157,PASIR RIS ST 13,9,1993,Y,N,N,N,29,66,157 PASIR RIS ST 13 Singapore,1.36430486,103.9626666,510157
157,SERANGOON NTH AVE 1,16,2016,Y,N,N,N,195,89,157 SERANGOON NTH AVE 1 Singapore,1.371156568,103.8692395,550157
157,SIMEI RD,11,1988,Y,N,N,N,80,61,157 SIMEI RD Singapore,1.344621596,103.9594175,520157
157,TAMPINES ST 12,12,1983,Y,N,N,N,153,56,157 TAMPINES ST 12 Singapore,1.351073291,103.9450039,521157
157,WOODLANDS ST 13,12,1984,Y,N,N,N,110,57,157 WOODLANDS ST 13 Singapore,1.434376646,103.7747831,730157
157,YISHUN ST 11,12,1984,Y,N,N,N,108,57,157 YISHUN ST 11 Singapore,1.432217901,103.8340914,760157
157,YUNG LOH RD,18,1994,Y,N,N,N,96,67,157 YUNG LOH RD Singapore,1.328616336,103.7216514,610157
157A,MEI LING ST,6,2001,N,N,N,Y,0,74,157A MEI LING ST Singapore,1.293365525,103.8034593,141157
157A,RIVERVALE CRES,18,2001,Y,N,N,N,102,74,157A RIVERVALE CRES Singapore,1.387855124,103.9083929,541157
157A,SERANGOON NTH AVE 1,1,2016,N,Y,N,N,0,89,157A SERANGOON NTH AVE 1 Singapore,1.371284568,103.8694908,551157
157B,BISHAN ST 11,4,2025,N,N,N,Y,0,98,157B BISHAN ST 11 Singapore,1.343931827,103.8567286,572157
157B,RIVERVALE CRES,18,2001,Y,N,N,N,100,74,157B RIVERVALE CRES Singapore,1.387631064,103.9082329,542157
157B,SERANGOON NTH AVE 1,1,2016,N,N,N,N,0,89,157B SERANGOON NTH AVE 1 Singapore,1.371278274,103.8693051,552157
157C,RIVERVALE CRES,18,2001,Y,N,N,N,102,74,157C RIVERVALE CRES Singapore,1.387758502,103.9077291,543157
157D,RIVERVALE CRES,18,2001,Y,N,N,N,102,74,157D RIVERVALE CRES Singapore,1.388086614,103.9078891,544157
158,ANG MO KIO AVE 4,2,1981,Y,Y,N,N,3,54,158 ANG MO KIO AVE 4 Singapore,1.374780587,103.8389976,560158
158,BEDOK STH AVE 3,4,1985,Y,Y,N,N,16,58,158 BEDOK STH AVE 3 Singapore,1.318670387,103.9451056,460158
158,BISHAN ST 13,22,1987,Y,N,N,N,98,60,158 BISHAN ST 13 Singapore,1.346535262,103.8562082,570158
158,BT BATOK ST 11,4,1985,N,Y,N,N,0,58,158 BT BATOK ST 11 Singapore,1.348727997,103.7431939,650158
158,HOUGANG ST 11,15,1996,Y,N,N,N,103,69,158 HOUGANG ST 11 Singapore,1.351640224,103.8804862,530158
158,JLN TECK WHYE,16,1996,Y,N,N,N,107,69,158 JLN TECK WHYE Singapore,1.379995549,103.7569631,680158
158,LOR 1 TOA PAYOH,12,1971,Y,N,N,N,151,44,158 LOR 1 TOA PAYOH Singapore,1.33143429,103.8451194,310158
158,MEI LING ST,12,1969,Y,Y,N,N,102,42,158 MEI LING ST Singapore,1.292740384,103.8028067,140158
158,PASIR RIS ST 13,9,1993,Y,N,N,N,37,66,158 PASIR RIS ST 13 Singapore,1.364674718,103.9622363,510158
158,SIMEI RD,4,1988,Y,N,N,N,32,61,158 SIMEI RD Singapore,1.344253486,103.9596028,520158
158,TAMPINES ST 12,12,1983,Y,N,N,N,110,56,158 TAMPINES ST 12 Singapore,1.351414561,103.945859,521158
158,WOODLANDS ST 13,12,1984,Y,N,N,N,110,57,158 WOODLANDS ST 13 Singapore,1.434032157,103.77478,730158
158,YISHUN ST 11,4,1984,Y,N,N,N,24,57,158 YISHUN ST 11 Singapore,1.432407771,103.8345249,760158
158,YUNG LOH RD,18,1994,Y,Y,N,N,122,67,158 YUNG LOH RD Singapore,1.328960825,103.7222796,610158
158A,JLN TECK WHYE,5,1996,N,N,N,Y,0,69,158A JLN TECK WHYE Singapore,1.37966152,103.7565696,681158
158A,PASIR RIS ST 13,4,1993,N,N,N,Y,0,66,158A PASIR RIS ST 13 Singapore,1.364176186,103.9616816,511158
158A,RIVERVALE CRES,18,2001,Y,N,N,N,102,74,158A RIVERVALE CRES Singapore,1.388720188,103.9068691,541158
158B,RIVERVALE CRES,18,2001,Y,Y,N,N,102,74,158B RIVERVALE CRES Singapore,1.38841338,103.9066762,542158
158C,RIVERVALE CRES,18,2001,Y,N,N,N,102,74,158C RIVERVALE CRES Singapore,1.38818826,103.9071458,543158
158D,RIVERVALE CRES,18,2001,Y,N,N,N,102,74,158D RIVERVALE CRES Singapore,1.38841932,103.9072419,544158
159,ANG MO KIO AVE 4,4,1981,Y,Y,N,N,23,54,159 ANG MO KIO AVE 4 Singapore,1.374798932,103.8398581,560159
159,BEDOK STH AVE 3,13,1984,Y,Y,N,N,96,57,159 BEDOK STH AVE 3 Singapore,1.319045635,103.9456245,460159
159,BISHAN ST 13,4,1987,Y,N,N,N,20,60,159 BISHAN ST 13 Singapore,1.346813991,103.8557765,570159
159,BT BATOK ST 11,3,1984,N,Y,N,N,0,57,159 BT BATOK ST 11 Singapore,1.34857538,103.7427086,650159
159,HOUGANG ST 11,14,1997,Y,Y,N,N,104,70,159 HOUGANG ST 11 Singapore,1.351448325,103.8795172,530159
159,JLN TECK WHYE,16,1996,Y,N,N,N,107,69,159 JLN TECK WHYE Singapore,1.380216447,103.7564637,680159
159,LOR 1 TOA PAYOH,12,1971,Y,N,N,N,154,44,159 LOR 1 TOA PAYOH Singapore,1.330745429,103.8456012,310159
159,MEI CHIN RD,2,2009,N,N,Y,N,0,82,159 MEI CHIN RD Singapore,1.293236244,103.8029039,140159
159,PASIR RIS ST 13,9,1993,Y,N,N,N,28,66,159 PASIR RIS ST 13 Singapore,1.363744038,103.9612847,510159
159,RIVERVALE CRES,1,2001,N,N,N,N,0,74,159 RIVERVALE CRES Singapore,1.388325497,103.9075622,540159
159,SIMEI RD,4,1988,Y,N,N,N,32,61,159 SIMEI RD Singapore,1.344801829,103.9598616,520159
159,TAMPINES ST 12,12,1983,Y,N,N,N,132,56,159 TAMPINES ST 12 Singapore,1.351041308,103.9460515,521159
159,WOODLANDS ST 13,12,1984,Y,N,N,N,110,57,159 WOODLANDS ST 13 Singapore,1.433678966,103.7745871,730159
159,YISHUN ST 11,12,1984,Y,N,N,N,88,57,159 YISHUN ST 11 Singapore,1.432792722,103.8340283,760159
159,YUNG PING RD,20,1994,Y,N,N,N,74,67,159 YUNG PING RD Singapore,1.329285993,103.7223857,610159
159A,HOUGANG ST 11,6,1996,N,Y,N,Y,0,69,159A HOUGANG ST 11 Singapore,1.352090604,103.8793146,531159
159A,RIVERVALE CRES,18,2001,Y,N,N,N,96,74,159A RIVERVALE CRES Singapore,1.387860191,103.9072896,541159
16,BEDOK STH RD,1,2012,N,N,Y,N,0,85,16 BEDOK STH RD Singapore,1.320552219,103.9355392,460016
16,CANTONMENT CL,30,2000,Y,N,N,N,145,73,16 CANTONMENT CL Singapore,1.273919926,103.8402609,080016
16,COMPASSVALE LINK,2,2014,N,N,N,N,0,87,16 COMPASSVALE LINK Singapore,1.38421876,103.8960338,544679
16,DAKOTA CRES,3,1958,Y,N,N,N,12,31,16 DAKOTA CRES Singapore,1.30617082,103.8848889,390016
16,EUNOS CRES,12,1976,Y,Y,N,N,152,49,16 EUNOS CRES Singapore,1.322994312,103.9044498,400016
16,GHIM MOH RD,14,1976,Y,N,N,N,208,49,16 GHIM MOH RD Singapore,1.309408105,103.7880856,270016
16,HOUGANG AVE 3,20,1975,Y,N,N,N,76,48,16 HOUGANG AVE 3 Singapore,1.362822217,103.8910466,530016
16,JLN TENTERAM,22,1999,Y,N,N,N,154,72,16 JLN TENTERAM Singapore,1.328133709,103.85956,321016
16,JOO SENG RD,18,1983,Y,N,N,N,68,56,16 JOO SENG RD Singapore,1.336477172,103.8803459,360016
16,MARSILING LANE,14,1975,Y,N,N,N,260,48,16 MARSILING LANE Singapore,1.442297823,103.7778785,730016
16,MARINE TER,16,1974,Y,N,N,N,270,47,16 MARINE TER Singapore,1.30437185,103.9140417,440016
16,ST. GEORGE'S RD,4,1984,Y,N,N,N,24,57,16 ST. GEORGE'S RD Singapore,1.323,103.862,320016
16,TAMAN HO SWEE,9,1963,Y,N,N,N,78,36,16 TAMAN HO SWEE Singapore,1.288001696,103.8316146,163016
16,TECK WHYE LANE,12,1978,Y,Y,N,N,141,51,16 TECK WHYE LANE Singapore,1.378377877,103.7547648,680016
16,TELOK BLANGAH CRES,14,1974,Y,Y,N,N,178,47,16 TELOK BLANGAH CRES Singapore,1.278053652,103.8215046,090016
16,TOH YI DR,13,1987,Y,N,N,N,96,60,16 TOH YI DR Singapore,1.339408681,103.7726057,590016
16,UPP BOON KENG RD,16,1974,Y,Y,N,N,273,47,16 UPP BOON KENG RD Singapore,1.315431758,103.8716516,380016
16A,GHIM MOH RD,4,2004,N,N,N,Y,0,77,16A GHIM MOH RD Singapore,1.309637894,103.7876471,272016
16A,MARINE TER,4,2004,N,N,N,Y,0,77,16A MARINE TER Singapore,1.304094692,103.9142444,441016
16A,TELOK BLANGAH CRES,6,1997,N,N,N,Y,0,70,16A TELOK BLANGAH CRES Singapore,1.277572283,103.8211505,091016
160,ANG MO KIO AVE 4,1,2009,N,N,Y,N,0,82,160 ANG MO KIO AVE 4 Singapore,1.374527738,103.8391761,560160
160,BEDOK STH AVE 3,13,1985,Y,N,N,N,72,58,160 BEDOK STH AVE 3 Singapore,1.31925983,103.9452029,460160
160,BISHAN ST 13,4,1987,Y,N,N,N,16,60,160 BISHAN ST 13 Singapore,1.346927663,103.8563539,570160
160,BT BATOK ST 11,13,1983,Y,Y,N,N,120,56,160 BT BATOK ST 11 Singapore,1.348884904,103.7420358,650160
160,HOUGANG ST 11,14,1996,Y,N,N,N,80,69,160 HOUGANG ST 11 Singapore,1.352026403,103.8790786,530160
160,JLN TECK WHYE,18,1996,Y,N,N,N,136,69,160 JLN TECK WHYE Singapore,1.380794497,103.756443,680160
160,LOR 1 TOA PAYOH,12,1971,Y,Y,N,N,176,44,160 LOR 1 TOA PAYOH Singapore,1.330943944,103.8450201,310160
160,MEI LING ST,20,1970,Y,N,N,N,226,43,160 MEI LING ST Singapore,1.292096907,103.8042298,140160
160,PASIR RIS ST 13,8,1993,Y,N,N,N,51,66,160 PASIR RIS ST 13 Singapore,1.364295593,103.9623069,510160
160,PUNGGOL CTRL,1,2004,N,N,N,N,0,77,160 PUNGGOL CTRL Singapore,1.395400502,103.9152394,820160
160,RIVERVALE CRES,7,2001,N,N,N,Y,0,74,160 RIVERVALE CRES Singapore,1.38717425,103.9077748,540160
160,SIMEI RD,11,1988,Y,N,N,N,80,61,160 SIMEI RD Singapore,1.345170371,103.9596759,520160
160,TAMPINES ST 12,12,1983,Y,N,N,N,88,56,160 TAMPINES ST 12 Singapore,1.350702366,103.9451836,521160
160,WOODLANDS ST 13,12,1984,Y,N,N,N,132,57,160 WOODLANDS ST 13 Singapore,1.433333284,103.7749216,730160
160,YISHUN ST 11,12,1984,Y,Y,N,N,101,57,160 YISHUN ST 11 Singapore,1.432421721,103.8334301,760160
160,YUNG PING RD,19,1995,Y,N,N,N,68,68,160 YUNG PING RD Singapore,1.329130473,103.7215021,610160
160A,JLN TECK WHYE,5,1997,N,Y,N,Y,0,70,160A JLN TECK WHYE Singapore,1.380496397,103.75708,681160
160A,PUNGGOL CTRL,19,2003,Y,N,N,N,98,76,160A PUNGGOL CTRL Singapore,1.395312099,103.9157082,821160
160B,PUNGGOL CTRL,19,2003,Y,N,N,N,98,76,160B PUNGGOL CTRL Singapore,1.395225289,103.9160007,822160
161,ANG MO KIO AVE 4,2,1981,N,Y,N,N,0,54,161 ANG MO KIO AVE 4 Singapore,1.374164454,103.8395491,560161
161,BEDOK STH AVE 3,4,1985,Y,N,N,N,20,58,161 BEDOK STH AVE 3 Singapore,1.319470818,103.9457833,460161
161,BISHAN ST 13,22,1987,Y,N,N,N,98,60,161 BISHAN ST 13 Singapore,1.347591835,103.8564118,570161
161,BT MERAH CTRL,4,1980,Y,Y,N,N,57,53,161 BT MERAH CTRL Singapore,1.283912294,103.8160061,150161
161,BT BATOK ST 11,13,1984,Y,Y,N,N,120,57,161 BT BATOK ST 11 Singapore,1.348469158,103.7420508,650161
161,HOUGANG ST 11,14,1996,Y,N,N,N,149,69,161 HOUGANG ST 11 Singapore,1.352538494,103.8787026,530161
161,JLN TECK WHYE,5,2022,N,N,N,Y,0,95,161 JLN TECK WHYE Singapore,1.380129904,103.758204,680161
161,LOR 1 TOA PAYOH,12,1971,Y,N,N,N,176,44,161 LOR 1 TOA PAYOH Singapore,1.330509323,103.8450036,310161
161,MEI LING ST,20,1970,Y,N,N,N,227,43,161 MEI LING ST Singapore,1.291543916,103.803508,140161
161,PASIR RIS ST 13,9,1993,Y,N,N,N,30,66,161 PASIR RIS ST 13 Singapore,1.363744014,103.9619355,510161
161,RIVERVALE CRES,1,2001,N,N,N,N,0,74,161 RIVERVALE CRES Singapore,1.387576743,103.9086334,540161
161,SIMEI RD,4,1988,Y,N,N,N,32,61,161 SIMEI RD Singapore,1.345351157,103.9601209,520161
161,TAMPINES ST 12,11,1983,Y,N,N,N,160,56,161 TAMPINES ST 12 Singapore,1.350000848,103.9459783,521161
161,WOODLANDS ST 13,12,1984,Y,N,N,N,110,57,161 WOODLANDS ST 13 Singapore,1.43333489,103.773674,730161
161,YISHUN ST 11,12,1984,Y,N,N,N,110,57,161 YISHUN ST 11 Singapore,1.432786275,103.8331329,760161
161,YUNG PING RD,19,1995,Y,N,N,N,82,68,161 YUNG PING RD Singapore,1.329776329,103.7215859,610161
161A,JLN TECK WHYE,22,2022,Y,N,N,N,168,95,161A JLN TECK WHYE Singapore,1.379732577,103.7591252,681161
161A,LOR 1 TOA PAYOH,4,1998,N,N,N,Y,0,71,161A LOR 1 TOA PAYOH Singapore,1.330220738,103.8449488,311161
161A,MEI LING ST,3,2004,N,N,N,Y,0,77,161A MEI LING ST Singapore,1.292063408,103.803531,141161
161A,PUNGGOL CTRL,19,2002,Y,N,N,N,109,75,161A PUNGGOL CTRL Singapore,1.3958161,103.9150182,821161
161B,JLN TECK WHYE,31,2023,Y,N,N,N,119,96,161B JLN TECK WHYE Singapore,1.379839087,103.7585538,682161
161B,PUNGGOL CTRL,19,2003,Y,N,N,N,109,76,161B PUNGGOL CTRL Singapore,1.39572273,103.915306,822161
161C,JLN TECK WHYE,31,2023,Y,N,N,N,287,96,161C JLN TECK WHYE Singapore,1.3804997,103.7583526,683161
162,ANG MO KIO AVE 4,1,2009,N,N,Y,N,0,82,162 ANG MO KIO AVE 4 Singapore,1.37410757,103.8388639,560162
162,BEDOK STH RD,4,1985,Y,N,N,N,20,58,162 BEDOK STH RD Singapore,1.319674147,103.9460531,460162
162,BISHAN ST 13,4,1987,Y,N,N,N,24,60,162 BISHAN ST 13 Singapore,1.347579595,103.8559485,570162
162,BT BATOK ST 11,10,1984,Y,N,N,N,146,57,162 BT BATOK ST 11 Singapore,1.34768075,103.7418877,650162
162,BT MERAH CTRL,8,1980,N,Y,N,N,0,53,162 BT MERAH CTRL Singapore,1.283837301,103.8174661,150162
162,JLN TECK WHYE,16,1996,Y,N,N,N,124,69,162 JLN TECK WHYE Singapore,1.380865519,103.7576837,680162
162,MEI LING ST,12,1969,Y,Y,N,N,100,42,162 MEI LING ST Singapore,1.292254671,103.802857,140162
162,PUNGGOL CTRL,5,2002,N,N,N,Y,0,75,162 PUNGGOL CTRL Singapore,1.396125326,103.9143057,820162
162,RIVERVALE CRES,1,2016,N,N,N,N,0,89,162 RIVERVALE CRES Singapore,1.390880329,103.9078683,540162
162,SIMEI RD,11,1988,Y,N,N,N,80,61,162 SIMEI RD Singapore,1.34571937,103.9599349,520162
162,TAMPINES ST 12,11,1983,Y,N,N,N,80,56,162 TAMPINES ST 12 Singapore,1.349904964,103.9471398,521162
162,WOODLANDS ST 13,10,1984,Y,Y,N,N,108,57,162 WOODLANDS ST 13 Singapore,1.433028868,103.7731341,730162
162,YISHUN ST 11,15,2011,Y,N,N,N,392,84,162 YISHUN ST 11 Singapore,1.433055407,103.8323979,760162
162,YUNG PING RD,18,1995,Y,N,N,N,65,68,162 YUNG PING RD Singapore,1.329648344,103.7220915,610162
162A,PUNGGOL CTRL,19,2003,Y,N,N,N,99,76,162A PUNGGOL CTRL Singapore,1.39636616,103.9142502,821162
162A,RIVERVALE CRES,18,2015,Y,N,N,N,102,88,162A RIVERVALE CRES Singapore,1.390359613,103.9076367,541162
162B,PUNGGOL CTRL,19,2002,Y,N,N,N,99,75,162B PUNGGOL CTRL Singapore,1.396272161,103.9145378,822162
162B,RIVERVALE CRES,18,2015,Y,N,N,N,102,88,162B RIVERVALE CRES Singapore,1.390359677,103.9080766,542162
162C,RIVERVALE CRES,18,2015,Y,N,N,N,102,88,162C RIVERVALE CRES Singapore,1.39002955,103.9084849,543162
163,ANG MO KIO AVE 4,4,1981,Y,Y,N,N,84,54,163 ANG MO KIO AVE 4 Singapore,1.373548539,103.8381765,560163
163,BEDOK STH RD,13,1984,Y,Y,N,N,96,57,163 BEDOK STH RD Singapore,1.319727937,103.9466269,460163
163,BISHAN ST 13,22,1987,Y,N,N,N,98,60,163 BISHAN ST 13 Singapore,1.348022952,103.856275,570163
163,BT MERAH CTRL,4,1980,N,Y,Y,Y,0,53,163 BT MERAH CTRL Singapore,1.283881208,103.8169395,150163
163,BT BATOK ST 11,13,1983,Y,N,N,N,120,56,163 BT BATOK ST 11 Singapore,1.348149496,103.7426581,650163
163,GANGSA RD,25,1997,Y,N,N,N,96,70,163 GANGSA RD Singapore,1.376263241,103.764451,670163
163,JLN TECK WHYE,22,1997,Y,N,N,N,88,70,163 JLN TECK WHYE Singapore,1.380910277,103.7569258,680163
163,LOR 1 TOA PAYOH,12,1972,Y,Y,N,N,131,45,163 LOR 1 TOA PAYOH Singapore,1.332060607,103.844105,310163
163,SIMEI RD,11,1988,Y,N,N,N,80,61,163 SIMEI RD Singapore,1.34600509,103.9592006,520163
163,STIRLING RD,12,1969,Y,Y,N,N,100,42,163 STIRLING RD Singapore,1.291876436,103.8026323,140163
163,TAMPINES ST 12,11,1983,Y,N,N,N,120,56,163 TAMPINES ST 12 Singapore,1.349532231,103.9474591,521163
163,WOODLANDS ST 13,4,1984,Y,N,N,N,16,57,163 WOODLANDS ST 13 Singapore,1.43300314,103.7739842,730163
163,YUNG PING RD,19,1995,Y,Y,N,N,90,68,163 YUNG PING RD Singapore,1.3300358,103.7225655,610163
163A,GANGSA RD,5,1997,N,Y,N,Y,0,70,163A GANGSA RD Singapore,1.377216492,103.7643248,671163
163A,PUNGGOL CTRL,19,2003,Y,N,N,N,98,76,163A PUNGGOL CTRL Singapore,1.395500602,103.9140598,821163
163A,RIVERVALE CRES,18,2015,Y,N,N,N,102,88,163A RIVERVALE CRES Singapore,1.389558899,103.9088169,541163
163A,YUNG PING RD,5,1994,N,N,N,Y,0,67,163A YUNG PING RD Singapore,1.3301764,103.7222343,611163
163B,GANGSA RD,1,1997,N,N,N,N,0,70,163B GANGSA RD Singapore,1.376762823,103.7646316,672163
163B,PUNGGOL CTRL,19,2003,Y,N,N,N,98,76,163B PUNGGOL CTRL Singapore,1.39563022,103.9137722,822163
163B,RIVERVALE CRES,18,2015,Y,N,N,N,68,88,163B RIVERVALE CRES Singapore,1.3891955,103.9086502,542163
163C,RIVERVALE CRES,18,2015,Y,N,N,N,102,88,163C RIVERVALE CRES Singapore,1.389658951,103.9082928,543163
164,BEDOK STH RD,12,1985,Y,N,N,N,88,58,164 BEDOK STH RD Singapore,1.32011535,103.9465703,460164
164,BISHAN ST 13,22,1987,Y,Y,N,N,114,60,164 BISHAN ST 13 Singapore,1.348463524,103.8560947,570164
164,BT BATOK ST 11,13,1984,Y,Y,N,N,130,57,164 BT BATOK ST 11 Singapore,1.347716975,103.7428317,650164
164,BT MERAH CTRL,4,1980,Y,Y,N,N,3,53,164 BT MERAH CTRL Singapore,1.283406756,103.8167569,150164
164,GANGSA RD,25,1997,Y,N,N,N,96,70,164 GANGSA RD Singapore,1.376471718,103.7648842,670164
164,JLN TECK WHYE,22,1997,Y,N,N,N,90,70,164 JLN TECK WHYE Singapore,1.381159263,103.7563626,680164
164,PUNGGOL CTRL,1,2002,N,N,N,N,0,75,164 PUNGGOL CTRL Singapore,1.395726586,103.914454,820164
164,RIVERVALE CRES,7,2015,N,N,N,Y,0,88,164 RIVERVALE CRES Singapore,1.389305066,103.9075986,540164
164,SIMEI RD,11,1988,Y,N,N,N,80,61,164 SIMEI RD Singapore,1.346073025,103.9584323,520164
164,STIRLING RD,12,1969,Y,Y,N,N,104,42,164 STIRLING RD Singapore,1.291518248,103.8025131,140164
164,TAMPINES ST 12,11,1983,Y,Y,N,N,153,56,164 TAMPINES ST 12 Singapore,1.349621514,103.9460007,521164
164,WOODLANDS ST 13,4,1984,Y,N,N,N,16,57,164 WOODLANDS ST 13 Singapore,1.433002949,103.77428,730164
164,YUNG KUANG RD,5,2017,N,N,N,Y,0,90,164 YUNG KUANG RD Singapore,1.330435626,103.7214993,610164
164A,RIVERVALE CRES,18,2015,Y,N,N,N,102,88,164A RIVERVALE CRES Singapore,1.390070297,103.9072732,541164
164A,STIRLING RD,1,2005,N,N,N,N,0,78,164A STIRLING RD Singapore,1.291701837,103.8022788,141164
164A,YUNG KUANG RD,19,2017,Y,N,N,N,72,90,164A YUNG KUANG RD Singapore,1.330187409,103.7218755,611164
164B,RIVERVALE CRES,18,2015,Y,N,N,N,102,88,164B RIVERVALE CRES Singapore,1.389693572,103.9072939,542164
164C,RIVERVALE CRES,18,2015,Y,N,N,N,102,88,164C RIVERVALE CRES Singapore,1.389832903,103.9078562,543164
165,BEDOK STH RD,12,1984,Y,Y,N,N,110,57,165 BEDOK STH RD Singapore,1.320308923,103.94609,460165
165,BISHAN ST 13,22,1987,Y,N,N,N,114,60,165 BISHAN ST 13 Singapore,1.349198229,103.8561944,570165
165,BT MERAH CTRL,8,1980,Y,Y,N,N,4,53,165 BT MERAH CTRL Singapore,1.283055893,103.8166928,150165
165,BT BATOK WEST AVE 8,10,1984,Y,N,N,N,130,57,165 BT BATOK WEST AVE 8 Singapore,1.347319856,103.741975,650165
165,GANGSA RD,25,1997,Y,N,N,N,143,70,165 GANGSA RD Singapore,1.37685097,103.7651237,670165
165,HOUGANG AVE 1,13,1996,Y,N,N,N,132,69,165 HOUGANG AVE 1 Singapore,1.350254259,103.8877953,530165
165,SIMEI RD,11,1988,Y,N,N,N,120,61,165 SIMEI RD Singapore,1.345530161,103.9592488,520165
165,STIRLING RD,12,1970,Y,N,N,N,107,43,165 STIRLING RD Singapore,1.290764057,103.8019164,140165
165,TAMPINES ST 12,11,1983,Y,N,N,N,100,56,165 TAMPINES ST 12 Singapore,1.349259623,103.9458595,521165
165,TECK WHYE CRES,5,2012,N,N,N,Y,0,85,165 TECK WHYE CRES Singapore,1.382922324,103.753939,680165
