BLK_NO,STREET,MAX_FLOOR_LEVEL,YEAR_COMPLETED,RESIDENTIAL,COMMERCIAL,MARKET_HAWKER,MULTISTOREY_CARPARK,TOTAL_DWELLING_UNITS,REMAINING_LEASE,ADDRESS,lat,lon,postal
187,PASIR RIS ST 11,13,1992,Y,N,N,N,71,65,187 PASIR RIS ST 11 Singapore,1.36478562221786,103.959292475911,510187
187,PUNGGOL CTRL,14,2002,Y,N,N,N,78,75,187 PUNGGOL CTRL Singapore,1.39875203407677,103.910880669271,820187
187A,BEDOK NTH ST 4,19,2017,Y,N,N,N,144,90,187A BEDOK NTH ST 4 Singapore,1.33087094745916,103.940210775064,461187
187A,MARSILING RD,30,2023,Y,N,N,N,220,96,187A MARSILING RD Singapore,1.43673016661409,103.774955943592,731187
187A,RIVERVALE DR,17,1999,Y,N,N,N,95,72,187A RIVERVALE DR Singapore,1.39380392749097,103.905810274661,541187
187B,BEDOK NTH ST 4,19,2017,Y,N,N,N,144,90,187B BEDOK NTH ST 4 Singapore,1.33038146607469,103.940088401203,462187
187B,RIVERVALE DR,17,1999,Y,N,N,N,95,72,187B RIVERVALE DR Singapore,1.39429790657459,103.90584757628,542187
187C,MARSILING RD,1,2023,N,Y,N,N,0,96,187C MARSILING RD Singapore,1.43809080746728,103.774592215258,733187
188,BEDOK NTH ST 4,1,2019,N,N,N,N,0,92,188 BEDOK NTH ST 4 Singapore,1.33146031254921,103.940924231683,460188
188,BISHAN ST 13,12,1986,Y,N,N,N,88,59,188 BISHAN ST 13 Singapore,1.34992208546794,103.851754115787,570188
188,BOON LAY DR,10,1975,Y,N,N,N,249,48,188 BOON LAY DR Singapore,1.34381009067475,103.710990466041,640188
188,BT BATOK WEST AVE 6,11,1995,Y,N,N,N,90,68,188 BT BATOK WEST AVE 6 Singapore,1.34600053317682,103.745834636253,650188
188,MARSILING RD,1,2023,N,N,N,N,0,96,188 MARSILING RD Singapore,1.43795789131727,103.773988129859,730188
188,PASIR RIS ST 12,13,1993,Y,N,N,N,84,66,188 PASIR RIS ST 12 Singapore,1.36529812070636,103.959160173062,510188
188,PUNGGOL CTRL,17,2003,Y,N,N,N,95,76,188 PUNGGOL CTRL Singapore,1.39893869186338,103.910538480996,820188
188,RIVERVALE DR,1,1998,N,N,N,N,0,71,188 RIVERVALE DR Singapore,1.39480632027356,103.904839990001,540188
188A,BT BATOK WEST AVE 6,5,1995,N,N,N,Y,0,68,188A BT BATOK WEST AVE 6 Singapore,1.34643257279282,103.745354017974,651188
188A,BEDOK NTH ST 4,16,2017,Y,N,N,N,104,90,188A BEDOK NTH ST 4 Singapore,1.33163353101368,103.941371320775,461188
188A,MARSILING RD,30,2023,Y,N,N,N,275,96,188A MARSILING RD Singapore,1.43822243450095,103.774055957372,731188
188A,RIVERVALE DR,17,1998,Y,N,N,N,100,71,188A RIVERVALE DR Singapore,1.39428260901923,103.905324978488,541188
188B,BEDOK NTH ST 4,16,2017,Y,N,N,N,84,90,188B BEDOK NTH ST 4 Singapore,1.33196249675669,103.941467643694,462188
188B,MARSILING RD,30,2023,Y,N,N,N,280,96,188B MARSILING RD Singapore,1.43770629630592,103.774185236235,732188
188B,RIVERVALE DR,17,1998,Y,N,N,N,144,71,188B RIVERVALE DR Singapore,1.39454068651965,103.905458975406,542188
188C,BEDOK NTH ST 4,16,2018,Y,N,N,N,150,91,188C BEDOK NTH ST 4 Singapore,1.33180346002147,103.940785939953,463188
188C,RIVERVALE DR,17,1998,Y,N,N,N,144,71,188C RIVERVALE DR Singapore,1.39522162663414,103.904808624541,543188
188D,BEDOK NTH ST 4,19,2018,Y,N,N,N,180,91,188D BEDOK NTH ST 4 Singapore,1.33168420406758,103.940493118435,464188
188D,RIVERVALE DR,17,1998,Y,N,N,N,100,71,188D RIVERVALE DR Singapore,1.3949529972221,103.904008558369,544188
188E,RIVERVALE DR,5,1998,N,N,N,Y,0,71,188E RIVERVALE DR Singapore,1.39469132208714,103.904566006533,545188
189,BISHAN ST 13,12,1986,Y,N,N,N,88,59,189 BISHAN ST 13 Singapore,1.35022254582522,103.851833543469,570189
189,BOON LAY DR,11,1974,Y,N,N,N,100,47,189 BOON LAY DR Singapore,1.34442668624643,103.711462801071,640189
189,BT BATOK WEST AVE 6,21,1995,Y,N,N,N,86,68,189 BT BATOK WEST AVE 6 Singapore,1.34579573207282,103.746340146543,650189
189,MARSILING RD,1,2023,N,N,N,N,0,96,189 MARSILING RD Singapore,1.43705006356841,103.773941913646,730189
189,PASIR RIS ST 12,13,1993,Y,N,N,N,48,66,189 PASIR RIS ST 12 Singapore,1.36558937083908,103.959037047449,510189
189,PUNGGOL CTRL,1,2003,N,N,N,N,0,76,189 PUNGGOL CTRL Singapore,1.39902389562457,103.910119899895,820189
189A,MARSILING RD,30,2023,Y,N,N,N,280,96,189A MARSILING RD Singapore,1.43730105428481,103.774042241997,731189
189A,RIVERVALE DR,17,1998,Y,N,N,N,94,71,189A RIVERVALE DR Singapore,1.39556120814367,103.904021658575,541189
189B,MARSILING RD,30,2023,Y,N,N,N,191,96,189B MARSILING RD Singapore,1.43677160492371,103.774052432305,732189
189B,RIVERVALE DR,16,1998,Y,N,N,N,88,71,189B RIVERVALE DR Singapore,1.3957956866724,103.903630293443,542189
189C,RIVERVALE DR,17,1998,Y,N,N,N,94,71,189C RIVERVALE DR Singapore,1.39540188419358,103.903397561036,543189
19,BALAM RD,10,1965,Y,N,N,N,120,38,19 BALAM RD Singapore,1.33142362640009,103.887410301919,370019
19,BEDOK STH RD,25,1975,Y,N,N,N,96,48,19 BEDOK STH RD Singapore,1.31975664729808,103.93427433992,460019
19,CANTONMENT CL,30,2000,Y,N,N,N,116,73,19 CANTONMENT CL Singapore,1.2738835418848,103.839003328569,080019
19,CHAI CHEE RD,10,1972,Y,N,N,N,137,45,19 CHAI CHEE RD Singapore,1.32723388955932,103.922217484759,461019
19,DOVER CRES,30,2002,Y,N,N,N,154,75,19 DOVER CRES Singapore,1.30783587059427,103.783635854778,130019
19,EUNOS CRES,12,1976,Y,N,N,N,148,49,19 EUNOS CRES Singapore,1.32427583956643,103.903205459225,400019
19,GHIM MOH RD,14,1976,Y,Y,N,N,216,49,19 GHIM MOH RD Singapore,1.31143852315951,103.788298892377,270019
19,HOLLAND DR,1,2010,N,N,N,N,0,83,19 HOLLAND DR Singapore,1.31063750805858,103.791506112474,271019
19,HOUGANG AVE 3,12,1977,Y,Y,N,N,132,50,19 HOUGANG AVE 3 Singapore,1.36378961600309,103.891813266061,530019
19,JLN MEMBINA,30,2001,Y,Y,N,N,156,74,19 JLN MEMBINA Singapore,1.2855704164404,103.826276204595,163019
19,JLN TENTERAM,28,1999,Y,N,N,N,107,72,19 JLN TENTERAM Singapore,1.32760704104366,103.859860478714,321019
19,JLN SULTAN,16,1974,Y,N,N,N,150,47,19 JLN SULTAN Singapore,1.30370770062522,103.862344547199,190019
19,JOO SENG RD,19,1987,Y,N,N,N,72,60,19 JOO SENG RD Singapore,1.33464636166187,103.880994623053,360019
19,LIM LIAK ST,4,1949,Y,N,N,N,16,22,19 LIM LIAK ST Singapore,1.28549378363945,103.832599980169,161019
19,LOR 7 TOA PAYOH,2,1969,N,Y,N,N,0,42,19 LOR 7 TOA PAYOH Singapore,1.33528228598942,103.856504185339,310019
19,MARINE TER,10,1974,Y,N,N,N,108,47,19 MARINE TER Singapore,1.30452210196584,103.915054010998,440019
19,MARSILING LANE,4,1975,Y,Y,N,N,54,48,19 MARSILING LANE Singapore,1.44328204285332,103.777294228046,730019
19,QUEEN'S CL,19,1994,Y,N,N,N,76,67,19 QUEEN'S CL Singapore,1.29238272764571,103.800196306719,140019
19,ST. GEORGE'S RD,4,1984,Y,N,N,N,24,57,19 ST. GEORGE'S RD Singapore,,,
19,TECK WHYE LANE,12,1980,Y,N,N,N,129,53,19 TECK WHYE LANE Singapore,1.37939429441995,103.752949446949,680019
19,TELOK BLANGAH CRES,14,1974,Y,N,N,N,364,47,19 TELOK BLANGAH CRES Singapore,1.27746278820851,103.822653020911,090019
19,TOH YI DR,4,1988,Y,Y,N,N,16,61,19 TOH YI DR Singapore,1.33996269630769,103.77389767866,590019
19,UPP BOON KENG RD,13,1975,Y,N,N,N,360,48,19 UPP BOON KENG RD Singapore,1.31506664448814,103.873569683554,380019
19A,BEDOK STH RD,4,2008,N,N,N,Y,0,81,19A BEDOK STH RD Singapore,1.3204765932771,103.934176535826,462019
19A,DOVER CRES,5,1999,N,Y,N,Y,0,72,19A DOVER CRES Singapore,1.30735380231593,103.78454843987,131019
19A,JLN MEMBINA,1,2001,N,N,N,N,0,74,19A JLN MEMBINA Singapore,1.28529172597121,103.826323201757,164019
19A,JLN TENTERAM,5,1999,N,N,N,Y,0,72,19A JLN TENTERAM Singapore,1.32755132252899,103.859468820285,322019
19A,LOR 7 TOA PAYOH,1,2005,N,N,N,N,0,78,19A LOR 7 TOA PAYOH Singapore,1.33475933595083,103.856537998928,311019
19A,QUEEN'S CL,5,1994,N,N,N,Y,0,67,19A QUEEN'S CL Singapore,1.29297287515651,103.800535321108,141019
19B,JLN TENTERAM,1,2000,N,N,N,N,0,73,19B JLN TENTERAM Singapore,1.32780107082477,103.859634811082,323019
190,BISHAN ST 13,21,1986,Y,N,N,N,76,59,190 BISHAN ST 13 Singapore,1.35055492734245,103.852044535915,570190
190,BOON LAY DR,11,1974,Y,N,N,N,100,47,190 BOON LAY DR Singapore,1.34507676207703,103.711850425927,640190
190,BT BATOK WEST AVE 6,25,1995,Y,N,N,N,115,68,190 BT BATOK WEST AVE 6 Singapore,1.3453856199951,103.746045480153,650190
190,LOR 6 TOA PAYOH,5,1986,N,Y,N,Y,0,59,190 LOR 6 TOA PAYOH Singapore,1.33297850244995,103.848832062985,310190
190,PASIR RIS ST 12,13,1993,Y,N,N,N,98,66,190 PASIR RIS ST 12 Singapore,1.36552479300537,103.958657337254,510190
190,PUNGGOL CTRL,17,2003,Y,N,N,N,95,76,190 PUNGGOL CTRL Singapore,1.39924142015378,103.910054264326,820190
190A,RIVERVALE DR,17,1998,Y,N,N,N,98,71,190A RIVERVALE DR Singapore,1.39508286035406,103.902774420891,541190
190B,RIVERVALE DR,17,1998,Y,N,N,N,128,71,190B RIVERVALE DR Singapore,1.39415593015611,103.902375946247,542190
190C,RIVERVALE DR,4,1998,N,N,N,Y,0,71,190C RIVERVALE DR Singapore,1.39477804090906,103.902437752105,543190
191,BISHAN ST 13,8,1986,Y,N,N,N,84,59,191 BISHAN ST 13 Singapore,1.35054161207715,103.851371061032,570191
191,BOON LAY DR,11,1975,Y,N,N,N,499,48,191 BOON LAY DR Singapore,1.34376568912059,103.712164032913,640191
191,BT BATOK WEST AVE 6,25,1995,Y,N,N,N,99,68,191 BT BATOK WEST AVE 6 Singapore,1.34551716408486,103.745348433929,650191
191,LOR 4 TOA PAYOH,25,1973,Y,Y,N,N,96,46,191 LOR 4 TOA PAYOH Singapore,1.33189327620475,103.851025403234,310191
191,PASIR RIS ST 12,13,1993,Y,N,N,N,60,66,191 PASIR RIS ST 12 Singapore,1.36606696993045,103.95873102026,510191
191,PUNGGOL CTRL,14,2003,Y,N,N,N,78,76,191 PUNGGOL CTRL Singapore,1.39951250463624,103.909752732647,820191
191A,RIVERVALE DR,17,1998,Y,N,N,N,86,71,191A RIVERVALE DR Singapore,1.39374008288861,103.903484775847,541191
191B,RIVERVALE DR,17,1998,Y,N,N,N,86,71,191B RIVERVALE DR Singapore,1.39463128197571,103.903902960834,542191
191C,RIVERVALE DR,4,1998,N,N,N,Y,0,71,191C RIVERVALE DR Singapore,1.39411847443336,103.903828900724,543191
192,BISHAN ST 13,26,1987,Y,N,N,N,92,60,192 BISHAN ST 13 Singapore,1.34897431725156,103.851306462341,570192
192,BT BATOK WEST AVE 6,25,1995,Y,N,N,N,87,68,192 BT BATOK WEST AVE 6 Singapore,1.34559235229949,103.744789363152,650192
192,LOR 4 TOA PAYOH,2,1973,N,Y,N,N,0,46,192 LOR 4 TOA PAYOH Singapore,1.33166814812852,103.850487239503,310192
192,PASIR RIS ST 12,13,1993,Y,N,N,N,80,66,192 PASIR RIS ST 12 Singapore,1.36624733354053,103.959056947733,510192
192,PUNGGOL CTRL,17,2003,Y,N,N,N,96,76,192 PUNGGOL CTRL Singapore,1.39977092552222,103.90951433139,820192
192,RIVERVALE DR,1,1999,N,N,N,N,0,72,192 RIVERVALE DR Singapore,1.39434672668005,103.902681725895,540192
192A,RIVERVALE DR,17,1998,Y,N,N,N,98,71,192A RIVERVALE DR Singapore,1.39432549389416,103.90346799803,541192
192B,RIVERVALE DR,17,1998,Y,N,N,N,98,71,192B RIVERVALE DR Singapore,1.39421976611946,103.903053742835,542192
192C,RIVERVALE DR,17,1998,Y,N,N,N,98,71,192C RIVERVALE DR Singapore,1.39463674854545,103.902948600159,543192
193,BISHAN ST 13,12,1986,Y,N,N,N,88,59,193 BISHAN ST 13 Singapore,1.34866564535341,103.850977151715,570193
193,BT BATOK WEST AVE 6,21,1995,Y,N,N,N,80,68,193 BT BATOK WEST AVE 6 Singapore,1.34600894344315,103.744423616373,650193
193,EDGEFIELD PLAINS,17,2003,Y,N,N,N,114,76,193 EDGEFIELD PLAINS Singapore,1.3999679293622,103.90901300279,820193
193,LOR 4 TOA PAYOH,25,1973,Y,N,N,N,96,46,193 LOR 4 TOA PAYOH Singapore,1.33159005591995,103.851295104405,310193
193,PASIR RIS ST 12,13,1992,Y,N,N,N,48,65,193 PASIR RIS ST 12 Singapore,1.36605107630216,103.959389712733,510193
193,RIVERVALE DR,17,1999,Y,N,N,N,176,72,193 RIVERVALE DR Singapore,1.3932795324994,103.901941660487,540193
194,BISHAN ST 13,25,1986,Y,N,N,N,92,59,194 BISHAN ST 13 Singapore,1.34829912335443,103.851419417474,570194
194,BT BATOK WEST AVE 6,3,2016,N,N,N,Y,0,89,194 BT BATOK WEST AVE 6 Singapore,1.34463864735449,103.745002545384,650194
194,KIM KEAT AVE,12,1973,Y,Y,N,N,199,46,194 KIM KEAT AVE Singapore,1.33093933675526,103.858181909317,310194
194,PASIR RIS ST 12,13,1993,Y,Y,N,N,70,66,194 PASIR RIS ST 12 Singapore,1.36598903322534,103.959675291333,510194
194,PUNGGOL RD,6,2005,N,N,N,Y,0,78,194 PUNGGOL RD Singapore,1.40202426223975,103.906524093149,820194
194,RIVERVALE DR,17,1999,Y,N,N,N,180,72,194 RIVERVALE DR Singapore,1.39260955810937,103.901592560709,540194
194A,BT BATOK WEST AVE 6,36,2016,Y,N,N,N,212,89,194A BT BATOK WEST AVE 6 Singapore,1.34468050128788,103.7455138661,651194
194A,KIM KEAT AVE,3,2005,N,N,N,Y,0,78,194A KIM KEAT AVE Singapore,1.33111982619355,103.858547875249,311194
194A,RIVERVALE DR,1,2000,N,N,N,N,0,73,194A RIVERVALE DR Singapore,1.39294632346928,103.901861068967,541194
194B,BT BATOK WEST AVE 6,36,2016,Y,N,N,N,276,89,194B BT BATOK WEST AVE 6 Singapore,1.34513283900191,103.744861953262,652194
195,BISHAN ST 13,12,1986,Y,N,N,N,88,59,195 BISHAN ST 13 Singapore,1.3483624977313,103.850897052933,570195
195,KIM KEAT AVE,12,1973,Y,N,N,N,539,46,195 KIM KEAT AVE Singapore,1.33008102222991,103.858354604112,310195
195,PASIR RIS ST 12,12,1992,Y,N,N,N,44,65,195 PASIR RIS ST 12 Singapore,1.36639650930501,103.960047020433,510195
195,PUNGGOL RD,1,2006,N,N,N,N,0,79,195 PUNGGOL RD Singapore,1.40147053485031,103.906702341729,820195
195,RIVERVALE DR,17,1999,Y,N,N,N,166,72,195 RIVERVALE DR Singapore,1.39282417800809,103.902400185088,540195
195A,KIM KEAT AVE,1,2005,N,N,N,N,0,78,195A KIM KEAT AVE Singapore,1.33040252328931,103.858582456351,311195
195A,PUNGGOL RD,16,2005,Y,N,N,N,90,78,195A PUNGGOL RD Singapore,1.40138691564121,103.90608123416,821195
195A,RIVERVALE DR,5,1999,N,N,N,Y,0,72,195A RIVERVALE DR Singapore,1.39328270389819,103.90257622357,541195
195B,PUNGGOL RD,16,2005,Y,N,N,N,90,78,195B PUNGGOL RD Singapore,1.40137201164347,103.906485652921,822195
195C,PUNGGOL RD,16,2006,Y,N,N,N,90,79,195C PUNGGOL RD Singapore,1.40108342244949,103.90676696931,823195
195D,PUNGGOL RD,16,2006,Y,N,N,N,90,79,195D PUNGGOL RD Singapore,1.40136794497508,103.907095963037,824195
195E,PUNGGOL RD,16,2006,Y,N,N,N,90,79,195E PUNGGOL RD Singapore,1.40171799238214,103.907177256788,825195
196,BISHAN ST 13,8,1986,Y,N,N,N,84,59,196 BISHAN ST 13 Singapore,1.34804172728486,103.850726886792,570196
196,BOON LAY DR,6,2014,N,N,N,Y,0,87,196 BOON LAY DR Singapore,1.3425405618243,103.713724388304,640196
196,KIM KEAT AVE,25,2015,Y,N,N,N,188,88,196 KIM KEAT AVE Singapore,1.33130492413517,103.859019241044,310196
196,PASIR RIS ST 12,12,1992,Y,N,N,N,55,65,196 PASIR RIS ST 12 Singapore,1.36613863438204,103.960336632262,510196
196,PUNGGOL FIELD,4,2000,N,N,N,Y,0,73,196 PUNGGOL FIELD Singapore,1.39936889878134,103.907059049939,820196
196,RIVERVALE DR,17,1999,Y,N,N,N,123,72,196 RIVERVALE DR Singapore,1.39283679521508,103.903146292304,540196
196A,BOON LAY DR,17,2014,Y,N,N,N,54,87,196A BOON LAY DR Singapore,1.34290239942022,103.713939473716,641196
196A,PUNGGOL FIELD,17,2001,Y,Y,N,N,86,74,196A PUNGGOL FIELD Singapore,1.39920394199205,103.906740821201,821196
196B,BOON LAY DR,17,2014,Y,N,N,N,96,87,196B BOON LAY DR Singapore,1.34278860969526,103.714301445473,642196
196B,PUNGGOL FIELD,17,2001,Y,N,N,N,86,74,196B PUNGGOL FIELD Singapore,1.39900711138631,103.906990550255,822196
196C,PUNGGOL FIELD,17,2000,Y,N,N,N,91,73,196C PUNGGOL FIELD Singapore,1.39927958510349,103.907497649822,823196
196D,PUNGGOL FIELD,15,2001,Y,N,N,N,76,74,196D PUNGGOL FIELD Singapore,1.39966081419517,103.907234511303,824196
197,BISHAN ST 13,8,1986,Y,Y,N,N,96,59,197 BISHAN ST 13 Singapore,1.34909908028044,103.850673737521,570197
197,PASIR RIS ST 12,12,1993,Y,N,N,N,77,66,197 PASIR RIS ST 12 Singapore,1.36640299690077,103.960738659652,510197
197,PUNGGOL FIELD,1,2001,N,N,N,N,0,74,197 PUNGGOL FIELD Singapore,1.39964248449527,103.906602286233,820197
197,RIVERVALE DR,17,1999,Y,N,N,N,124,72,197 RIVERVALE DR Singapore,1.39260720460019,103.903563470108,540197
197A,BOON LAY DR,17,2014,Y,N,N,N,94,87,197A BOON LAY DR Singapore,1.3441061022632,103.713719208827,641197
197A,PUNGGOL FIELD,15,2001,Y,N,N,N,75,74,197A PUNGGOL FIELD Singapore,1.39977425428162,103.906849841015,821197
197B,BOON LAY DR,17,2014,Y,N,N,N,92,87,197B BOON LAY DR Singapore,1.3437815486012,103.713531362621,642197
197B,PUNGGOL FIELD,15,2001,Y,N,N,N,75,74,197B PUNGGOL FIELD Singapore,1.40013151118101,103.906647584844,822197
197C,BOON LAY DR,17,2014,Y,N,N,N,60,87,197C BOON LAY DR Singapore,1.34340319524201,103.713686073692,643197
197D,BOON LAY DR,17,2014,Y,N,N,N,95,87,197D BOON LAY DR Singapore,1.34360788485586,103.713869400316,644197
198,BOON LAY DR,15,1976,Y,N,N,N,60,49,198 BOON LAY DR Singapore,1.3444211304079,103.714343745983,640198
198,PASIR RIS ST 12,12,1993,Y,N,N,N,77,66,198 PASIR RIS ST 12 Singapore,1.36697256341726,103.960009214113,510198
198,PUNGGOL FIELD,2,2001,N,Y,N,N,0,74,198 PUNGGOL FIELD Singapore,1.39950942350341,103.906371604675,820198
199,BOON LAY DR,15,1976,Y,N,N,N,60,49,199 BOON LAY DR Singapore,1.3437063240188,103.714484938377,640199
199,PASIR RIS ST 12,13,1992,Y,N,N,N,80,65,199 PASIR RIS ST 12 Singapore,1.36734267382393,103.959675966403,510199
199,PUNGGOL FIELD,4,2000,N,N,N,Y,0,73,199 PUNGGOL FIELD Singapore,1.40016430614107,103.906022233397,820199
199,TOA PAYOH NTH,12,1972,Y,N,N,N,172,45,199 TOA PAYOH NTH Singapore,1.34203351013688,103.850648936995,310199
199A,PASIR RIS ST 12,5,1992,N,N,N,Y,0,65,199A PASIR RIS ST 12 Singapore,1.36649878563099,103.959595060763,511199
199A,PUNGGOL FIELD,17,2001,Y,N,N,N,86,74,199A PUNGGOL FIELD Singapore,1.39977299599902,103.906001152235,821199
199B,PUNGGOL FIELD,17,2001,Y,N,N,N,86,74,199B PUNGGOL FIELD Singapore,1.39996997980383,103.9057511815,822199
199C,PUNGGOL FIELD,17,2000,Y,N,N,N,91,73,199C PUNGGOL FIELD Singapore,1.40064708187083,103.906006617712,823199
199D,PUNGGOL FIELD,15,2001,Y,N,N,N,76,74,199D PUNGGOL FIELD Singapore,1.40045544227107,103.906207948142,824199
2,BALESTIER RD,4,1977,N,Y,N,N,0,50,2 BALESTIER RD Singapore,1.32589620218837,103.842935480003,320002
2,BEACH RD,16,1970,Y,Y,N,N,138,43,2 BEACH RD Singapore,1.30403300585898,103.864928408355,190002
2,BEDOK STH AVE 1,14,1975,Y,N,N,N,207,48,2 BEDOK STH AVE 1 Singapore,1.32130118793544,103.933299574181,460002
2,CHAI CHEE RD,12,1982,Y,N,N,N,86,55,2 CHAI CHEE RD Singapore,1.32681005570681,103.922775477106,461002
2,CHANGI VILLAGE RD,1,1975,N,Y,Y,N,0,48,2 CHANGI VILLAGE RD Singapore,1.3891516485857,103.988245247726,500002
2,DELTA AVE,25,1985,Y,N,N,N,96,58,2 DELTA AVE Singapore,1.29173412228908,103.82802613443,161002
2,DOVER RD,12,1975,Y,Y,N,N,127,48,2 DOVER RD Singapore,1.30310343884227,103.782905027596,130002
2,EUNOS CRES,14,1977,Y,N,N,N,247,50,2 EUNOS CRES Singapore,1.32075358200239,103.902873099409,400002
2,EVERTON PK,12,1965,Y,Y,N,N,94,38,2 EVERTON PK Singapore,,,
2,GEYLANG SERAI,6,2009,N,N,N,Y,0,82,2 GEYLANG SERAI Singapore,1.3171804402937,103.89833997582,402002
2,GHIM MOH RD,15,1975,Y,N,N,N,219,48,2 GHIM MOH RD Singapore,1.31237872986354,103.786971451599,270002
2,HAIG RD,13,1976,Y,N,N,N,120,49,2 HAIG RD Singapore,1.31229349318871,103.897692815712,430002
2,HOLLAND AVE,22,1974,Y,Y,N,N,368,47,2 HOLLAND AVE Singapore,1.30934498335733,103.795559353753,271002
2,HOUGANG AVE 3,13,1974,Y,N,N,N,236,47,2 HOUGANG AVE 3 Singapore,1.36313720753256,103.893184540903,530002
2,JLN KUKOH,12,1966,Y,Y,N,N,264,39,2 JLN KUKOH Singapore,1.28857969885015,103.839614514996,163002
2,JLN BT HO SWEE,10,1962,Y,N,N,N,120,35,2 JLN BT HO SWEE Singapore,1.28728822015938,103.831873006286,162002
2,JLN BT MERAH,14,1974,Y,Y,N,N,240,47,2 JLN BT MERAH Singapore,1.2866292132996,103.80686187976,150002
2,JLN BATU,10,1963,Y,N,N,N,116,36,2 JLN BATU Singapore,1.30315437968651,103.883912023247,431002
2,JOO CHIAT RD,5,1985,N,Y,N,Y,0,58,2 JOO CHIAT RD Singapore,1.31553964446015,103.898764895693,420002
2,KEMPAS RD,7,2024,N,N,N,Y,0,97,2 KEMPAS RD Singapore,1.31687158155777,103.859945606885,330002
2,KITCHENER RD,14,1970,Y,Y,N,N,176,43,2 KITCHENER RD Singapore,1.30784341105938,103.859173060169,200002
2,LOR LEW LIAN,14,1977,Y,Y,N,N,164,50,2 LOR LEW LIAN Singapore,1.35060795612848,103.875680063863,531002
2,LOR 7 TOA PAYOH,11,1968,Y,N,N,N,198,41,2 LOR 7 TOA PAYOH Singapore,1.33860752552334,103.853515565238,310002
2,MARINE TER,25,1974,Y,N,N,N,96,47,2 MARINE TER Singapore,1.3044676150311,103.918174087572,440002
2,MARSILING DR,13,1973,Y,N,N,N,237,46,2 MARSILING DR Singapore,1.43993828758599,103.776694750398,730002
2,QUEEN'S RD,12,1973,Y,N,N,N,66,46,2 QUEEN'S RD Singapore,1.32280086346268,103.811023492628,266733
2,ST. GEORGE'S RD,14,1975,Y,N,N,N,154,48,2 ST. GEORGE'S RD Singapore,,,
2,TECK WHYE AVE,13,1983,Y,Y,N,N,168,56,2 TECK WHYE AVE Singapore,1.38194642527068,103.751888178683,680002
2,TG PAGAR PLAZA,18,1976,Y,N,N,N,200,49,2 TG PAGAR PLAZA Singapore,1.27523683085708,103.842605335418,082002
2,TOH YI DR,15,1988,Y,N,N,N,78,61,2 TOH YI DR Singapore,1.33917480423577,103.775341419034,590002
2,UPP BOON KENG RD,1,2007,N,N,N,N,0,80,2 UPP BOON KENG RD Singapore,1.31343871175507,103.872140299353,380002
2,UPP ALJUNIED LANE,10,1968,Y,Y,N,N,94,41,2 UPP ALJUNIED LANE Singapore,1.33398953306499,103.878963482772,360002
2A,BALESTIER RD,1,1980,N,Y,N,N,0,53,2A BALESTIER RD Singapore,1.32616307866261,103.843741438467,321002
2A,BEDOK STH AVE 1,3,2007,N,N,N,Y,0,80,2A BEDOK STH AVE 1 Singapore,1.32174864153475,103.933939224247,462002
2A,BOON TIONG RD,30,1999,Y,N,N,N,106,72,2A BOON TIONG RD Singapore,1.28652962097246,103.833163087554,164002
2A,GEYLANG SERAI,19,2010,Y,N,N,N,93,83,2A GEYLANG SERAI Singapore,1.31699648623217,103.897748935672,403002
2A,GHIM MOH RD,2,2001,N,N,N,Y,0,74,2A GHIM MOH RD Singapore,1.31264274414899,103.786943381328,272002
2A,JLN BT MERAH,4,2004,N,N,N,Y,0,77,2A JLN BT MERAH Singapore,1.2869237391087,103.806815304575,152002
2A,JOO SENG RD,5,1998,N,N,N,Y,0,71,2A JOO SENG RD Singapore,1.33449171120912,103.879229798358,361002
2A,KEMPAS RD,30,2024,Y,N,N,N,123,97,2A KEMPAS RD Singapore,1.31722160443598,103.860245807364,331002
2A,LOR LEW LIAN,5,1994,N,N,N,Y,0,67,2A LOR LEW LIAN Singapore,1.34991123915575,103.875800322679,532002
2A,MARSILING DR,3,1999,N,N,N,Y,0,72,2A MARSILING DR Singapore,1.44017739511638,103.776496871681,732002
2A,UPP BOON KENG RD,27,2006,Y,N,N,N,182,79,2A UPP BOON KENG RD Singapore,1.31373844065373,103.871903293488,381002
2B,BOON TIONG RD,5,1999,N,N,N,Y,0,72,2B BOON TIONG RD Singapore,1.28683011386416,103.833287124373,165002
2B,GEYLANG SERAI,19,2010,Y,N,N,N,108,83,2B GEYLANG SERAI Singapore,1.31740511166912,103.89777455271,404002
2B,JLN BT MERAH,1,2005,N,N,N,N,0,78,2B JLN BT MERAH Singapore,1.28696437748579,103.806346349205,153002
2B,KEMPAS RD,36,2024,Y,N,N,N,163,97,2B KEMPAS RD Singapore,1.31755142207138,103.860510330249,332002
2B,UPP BOON KENG RD,29,2006,Y,N,N,N,164,79,2B UPP BOON KENG RD Singapore,1.31361422747897,103.871604373826,382002
2C,BOON TIONG RD,30,1999,Y,N,N,N,116,72,2C BOON TIONG RD Singapore,1.2868576787328,103.832845909249,166002
2C,GEYLANG SERAI,19,2010,Y,N,N,N,87,83,2C GEYLANG SERAI Singapore,1.31750146062242,103.898206520651,405002
2C,UPP BOON KENG RD,29,2006,Y,N,N,N,191,79,2C UPP BOON KENG RD Singapore,1.3131279690448,103.871737005665,383002
2D,BOON TIONG RD,1,1999,N,N,N,N,0,72,2D BOON TIONG RD Singapore,1.28661252726688,103.832818041614,167002
