BLK_NO,STREET,MAX_FLOOR_LEVEL,YEAR_COMPLETED,RESIDENTIAL,COMMERCIAL,MARKET_HAWKER,MULTISTOREY_CARPARK,TOTAL_DWELLING_UNITS,REMAINING_LEASE,ADDRESS,lat,lon,postal
325,WOODLANDS ST 32,13,1993,Y,Y,N,N,69,66,325 WOODLANDS ST 32 Singapore,1.43078891155605,103.779517722142,730325
325,YISHUN CTRL,13,1988,Y,N,N,N,96,61,325 YISHUN CTRL Singapore,1.42923856240311,103.842145690691,760325
325A,ANG MO KIO AVE 3,1,2000,N,N,N,N,0,73,325A ANG MO KIO AVE 3 Singapore,1.36752189352283,103.846887767253,561325
325A,SENGKANG EAST WAY,15,2000,Y,Y,N,N,100,73,325A SENGKANG EAST WAY Singapore,1.3936550850698,103.890915195653,541325
325A,SUMANG WALK,22,2018,Y,N,N,N,124,91,325A SUMANG WALK Singapore,1.41359660400066,103.898121318524,821325
325A,SEMBAWANG CRES,5,1997,N,N,N,Y,0,70,325A SEMBAWANG CRES Singapore,1.44500816617163,103.818748828013,751325
325A,TENGAH GDN WALK,13,2025,Y,N,N,N,130,98,325A TENGAH GDN WALK Singapore,1.36346279909531,103.732814551846,691325
325B,SUMANG WALK,22,2018,Y,N,N,N,124,91,325B SUMANG WALK Singapore,1.41312136591979,103.897927310379,822325
325B,SENGKANG EAST WAY,15,2000,Y,N,N,N,143,73,325B SENGKANG EAST WAY Singapore,1.39290849064575,103.890675455376,542325
325B,TENGAH GDN WALK,14,2025,Y,N,N,N,143,98,325B TENGAH GDN WALK Singapore,1.36300580824307,103.733533068264,692325
325C,SENGKANG EAST WAY,15,2000,Y,N,N,N,112,73,325C SENGKANG EAST WAY Singapore,1.39322971130646,103.891350959767,543325
326,ANCHORVALE RD,6,2013,N,Y,N,Y,0,86,326 ANCHORVALE RD Singapore,1.39494235403856,103.888535631291,540326
326,ANG MO KIO AVE 3,13,1976,Y,N,N,N,120,49,326 ANG MO KIO AVE 3 Singapore,1.36706933818888,103.847902498352,560326
326,BT BATOK ST 33,4,1985,Y,N,N,N,24,58,326 BT BATOK ST 33 Singapore,1.36257099897669,103.748155537184,650326
326,CLEMENTI AVE 5,13,1978,Y,N,N,N,189,51,326 CLEMENTI AVE 5 Singapore,1.31443081636431,103.766358328432,120326
326,HOUGANG AVE 7,12,1982,Y,N,N,N,110,55,326 HOUGANG AVE 7 Singapore,1.36808005503554,103.898545028031,530326
326,JURONG EAST ST 31,4,1983,Y,Y,N,N,12,56,326 JURONG EAST ST 31 Singapore,1.3490218244111,103.729609271898,600326
326,SEMBAWANG CRES,15,1997,Y,N,N,N,84,70,326 SEMBAWANG CRES Singapore,1.44491688471834,103.819119357603,750326
326,SERANGOON AVE 3,4,1985,Y,Y,N,N,23,58,326 SERANGOON AVE 3 Singapore,1.35035198508251,103.868996990604,550326
326,SUMANG WALK,7,2017,N,N,N,Y,0,90,326 SUMANG WALK Singapore,1.4131435246967,103.899526903601,820326
326,TAMPINES ST 32,10,1993,Y,N,N,N,47,66,326 TAMPINES ST 32 Singapore,1.35262855057464,103.95864453337,520326
326,TAH CHING RD,17,1995,Y,N,N,N,80,68,326 TAH CHING RD Singapore,1.33576304290578,103.722668788785,610326
326,UBI AVE 1,13,1985,Y,N,N,N,72,58,326 UBI AVE 1 Singapore,1.32717162158898,103.903804176812,400326
326,WOODLANDS ST 32,13,1993,Y,Y,N,N,80,66,326 WOODLANDS ST 32 Singapore,1.43042123905158,103.77958246528,730326
326,YISHUN RING RD,13,1988,Y,N,N,N,96,61,326 YISHUN RING RD Singapore,1.42955104737326,103.84243972426,760326
326A,ANCHORVALE RD,16,2013,Y,Y,N,N,87,86,326A ANCHORVALE RD Singapore,1.39491417297588,103.88800013779,541326
326A,SUMANG WALK,21,2017,Y,N,N,N,240,90,326A SUMANG WALK Singapore,1.41299290142463,103.899326802691,821326
326B,ANCHORVALE RD,16,2014,Y,N,N,N,89,87,326B ANCHORVALE RD Singapore,1.3953117728698,103.888014709966,542326
326B,SUMANG WALK,20,2017,Y,N,N,N,190,90,326B SUMANG WALK Singapore,1.41260504003715,103.899733218569,822326
326C,ANCHORVALE RD,16,2014,Y,N,N,N,89,87,326C ANCHORVALE RD Singapore,1.39571712840417,103.888065431995,543326
326C,SUMANG WALK,20,2017,Y,N,N,N,114,90,326C SUMANG WALK Singapore,1.41240459366921,103.900177817489,823326
326D,ANCHORVALE RD,16,2014,Y,N,N,N,90,87,326D ANCHORVALE RD Singapore,1.39613052938418,103.888097116033,544326
327,ANCHORVALE RD,1,2014,N,N,N,N,0,87,327 ANCHORVALE RD Singapore,1.39580856980602,103.888938721405,540327
327,ANG MO KIO AVE 3,13,1976,Y,N,N,N,120,49,327 ANG MO KIO AVE 3 Singapore,1.36705284380639,103.846987446489,560327
327,BT BATOK ST 33,4,1985,Y,N,N,N,16,58,327 BT BATOK ST 33 Singapore,1.36283015530633,103.747834206425,650327
327,CLEMENTI AVE 5,16,1978,Y,Y,N,N,150,51,327 CLEMENTI AVE 5 Singapore,1.31398325156569,103.766533052946,120327
327,HOUGANG AVE 5,13,1982,Y,Y,N,N,177,55,327 HOUGANG AVE 5 Singapore,1.36830683201861,103.895987624672,530327
327,JURONG EAST ST 31,15,1984,Y,N,N,N,76,57,327 JURONG EAST ST 31 Singapore,1.34912317741666,103.72898614528,600327
327,SERANGOON AVE 3,13,1985,Y,N,N,N,96,58,327 SERANGOON AVE 3 Singapore,1.35059926733191,103.868514945025,550327
327,SEMBAWANG CRES,15,1997,Y,N,N,N,117,70,327 SEMBAWANG CRES Singapore,1.44566382276232,103.8190220705,750327
327,SUMANG WALK,1,2018,N,N,N,N,0,91,327 SUMANG WALK Singapore,1.41231187642949,103.90006142644,820327
327,TAH CHING RD,21,1995,Y,N,N,N,82,68,327 TAH CHING RD Singapore,1.33615146757288,103.722633358102,610327
327,TAMPINES ST 32,10,1993,Y,N,N,N,54,66,327 TAMPINES ST 32 Singapore,1.35244718454516,103.958287602194,520327
327,UBI AVE 1,12,1984,Y,Y,N,N,114,57,327 UBI AVE 1 Singapore,1.32690473046022,103.903997715045,400327
327,WOODLANDS ST 32,4,1985,Y,N,N,N,16,58,327 WOODLANDS ST 32 Singapore,1.430239670696,103.780217792565,730327
327,YISHUN RING RD,12,1986,Y,Y,N,N,110,59,327 YISHUN RING RD Singapore,1.43007109914643,103.842396446526,760327
327A,ANCHORVALE RD,16,2014,Y,N,N,N,120,87,327A ANCHORVALE RD Singapore,1.39525631314867,103.888613356075,541327
327A,SUMANG WALK,21,2017,Y,N,N,N,160,90,327A SUMANG WALK Singapore,1.41243613191501,103.899133553079,821327
327B,ANCHORVALE RD,16,2014,Y,Y,N,N,180,87,327B ANCHORVALE RD Singapore,1.39564692396471,103.888633285424,542327
327B,SUMANG WALK,20,2017,Y,N,N,N,152,90,327B SUMANG WALK Singapore,1.41225569065015,103.899575835016,822327
327C,ANCHORVALE RD,16,2014,Y,N,N,N,90,87,327C ANCHORVALE RD Singapore,1.39609319862488,103.888720918656,543327
327C,SUMANG WALK,19,2017,Y,N,N,N,144,90,327C SUMANG WALK Singapore,1.41206930290767,103.899974279726,823327
328,ANG MO KIO AVE 3,12,1976,Y,N,N,N,152,49,328 ANG MO KIO AVE 3 Singapore,1.36661793708764,103.84786688518,560328
328,BT BATOK ST 33,4,1985,Y,N,N,N,16,58,328 BT BATOK ST 33 Singapore,1.36287490524925,103.747562869215,650328
328,CLEMENTI AVE 2,4,1977,Y,Y,N,N,39,50,328 CLEMENTI AVE 2 Singapore,1.31399161476536,103.767089003977,120328
328,HOUGANG AVE 5,13,1982,Y,N,N,N,191,55,328 HOUGANG AVE 5 Singapore,1.36874369807703,103.896797055652,530328
328,JURONG EAST ST 31,13,1983,Y,N,N,N,96,56,328 JURONG EAST ST 31 Singapore,1.3494701229153,103.729955700808,600328
328,SEMBAWANG CRES,15,1997,Y,N,N,N,87,70,328 SEMBAWANG CRES Singapore,1.4454350549004,103.819386697528,750328
328,SERANGOON AVE 3,13,1985,Y,Y,N,N,96,58,328 SERANGOON AVE 3 Singapore,1.35028615875324,103.868352627161,550328
328,TAMPINES ST 32,10,1993,Y,Y,N,N,54,66,328 TAMPINES ST 32 Singapore,1.35316617534528,103.958287519034,520328
328,TAH CHING RD,21,1995,Y,N,N,N,82,68,328 TAH CHING RD Singapore,1.33663451315422,103.72260042207,610328
328,UBI AVE 1,4,1985,Y,N,N,N,16,58,328 UBI AVE 1 Singapore,1.32756437970348,103.904805009306,400328
328,WOODLANDS ST 32,13,1985,Y,N,N,N,60,58,328 WOODLANDS ST 32 Singapore,1.43005749573809,103.779439838598,730328
328,YISHUN RING RD,11,1987,Y,N,N,N,60,60,328 YISHUN RING RD Singapore,1.42977954209574,103.843056925662,760328
328A,TAH CHING RD,6,1995,N,N,N,Y,0,68,328A TAH CHING RD Singapore,1.33711531393867,103.723222436679,611328
329,ANG MO KIO AVE 3,12,1976,Y,N,N,N,154,49,329 ANG MO KIO AVE 3 Singapore,1.36659908629034,103.846874419073,560329
329,ANCHORVALE ST,7,2014,N,N,N,Y,0,87,329 ANCHORVALE ST Singapore,1.39635987610915,103.889317071957,540329
329,BT BATOK ST 33,14,1985,Y,N,N,N,110,58,329 BT BATOK ST 33 Singapore,1.36312633682463,103.747418527269,650329
329,CLEMENTI AVE 2,12,1977,Y,N,N,N,216,50,329 CLEMENTI AVE 2 Singapore,1.31306718149221,103.767339299757,120329
329,JURONG EAST AVE 1,13,1982,Y,N,N,N,119,55,329 JURONG EAST AVE 1 Singapore,1.35013988623409,103.729936587391,600329
329,SEMBAWANG CL,16,1998,Y,N,N,N,107,71,329 SEMBAWANG CL Singapore,1.44635110057387,103.817664303233,750329
329,SERANGOON AVE 3,12,1985,Y,N,N,N,152,58,329 SERANGOON AVE 3 Singapore,1.34962634280183,103.868063797378,550329
329,TAMPINES ST 32,10,1994,Y,N,N,N,44,67,329 TAMPINES ST 32 Singapore,1.35335552120961,103.958728583436,520329
329,TAH CHING RD,21,1996,Y,N,N,N,82,69,329 TAH CHING RD Singapore,1.3374608850516,103.723845021333,610329
329,UBI AVE 1,10,1985,Y,N,N,N,94,58,329 UBI AVE 1 Singapore,1.3270269894911,103.904816431751,400329
329,WOODLANDS ST 32,4,1985,Y,N,N,N,32,58,329 WOODLANDS ST 32 Singapore,1.43036127914544,103.778803360101,730329
329,YISHUN RING RD,12,1986,Y,N,N,N,110,59,329 YISHUN RING RD Singapore,1.43030125625917,103.842618159616,760329
329A,ANCHORVALE ST,16,2014,Y,N,N,N,117,87,329A ANCHORVALE ST Singapore,1.39619302195076,103.88972181068,541329
329B,ANCHORVALE ST,16,2014,Y,N,N,N,105,87,329B ANCHORVALE ST Singapore,1.39576281508857,103.889466805657,542329
329C,ANCHORVALE ST,1,2015,N,N,N,N,0,88,329C ANCHORVALE ST Singapore,1.39621806587937,103.889625636537,543329
33,BALAM RD,20,1994,Y,N,N,N,94,67,33 BALAM RD Singapore,1.32976665389063,103.886229168167,370033
33,BEDOK STH AVE 2,15,1977,Y,N,N,N,249,50,33 BEDOK STH AVE 2 Singapore,1.32283703302242,103.939124525951,460033
33,BENDEMEER RD,12,1970,Y,N,N,N,288,43,33 BENDEMEER RD Singapore,1.31966574874929,103.862764341278,330033
33,CHAI CHEE AVE,25,1974,Y,N,N,N,96,47,33 CHAI CHEE AVE Singapore,1.32400911794369,103.925848135552,461033
33,EUNOS CRES,19,2005,Y,N,N,N,159,78,33 EUNOS CRES Singapore,1.32018325530871,103.90080491512,400033
33,GHIM MOH LINK,38,2017,Y,N,N,N,221,90,33 GHIM MOH LINK Singapore,1.30977118024449,103.784714017294,270033
33,JLN BAHAGIA,10,1963,Y,N,N,N,118,36,33 JLN BAHAGIA Singapore,1.32661209766562,103.858436241745,320033
33,LIM LIAK ST,4,1949,Y,N,N,N,23,22,33 LIM LIAK ST Singapore,1.28511916772533,103.831577169295,160033
33,MARGARET DR,47,2021,Y,N,N,N,164,94,33 MARGARET DR Singapore,1.29832213885666,103.804701057006,140033
33,MARINE CRES,18,1974,Y,N,N,N,203,47,33 MARINE CRES Singapore,1.30264896606627,103.912184784558,440033
33,MARSILING DR,13,1976,Y,N,N,N,120,49,33 MARSILING DR Singapore,1.44355825410306,103.772015392214,730033
33,PK CRES,6,1974,N,N,N,Y,0,47,33 PK CRES Singapore,,,
33,TANGLIN HALT RD,10,1962,Y,N,N,N,116,35,33 TANGLIN HALT RD Singapore,1.29656744545058,103.798378639997,142033
33,TEBAN GDNS RD,14,1976,Y,N,N,N,106,49,33 TEBAN GDNS RD Singapore,1.32030252805209,103.74184852426,600033
33,TELOK BLANGAH WAY,12,1975,Y,N,N,N,169,48,33 TELOK BLANGAH WAY Singapore,1.27436196353296,103.822184004574,090033
33A,BEDOK STH AVE 2,1,2006,N,N,N,N,0,79,33A BEDOK STH AVE 2 Singapore,1.32323469343759,103.939221393919,462033
33A,GHIM MOH LINK,1,2017,N,N,N,N,0,90,33A GHIM MOH LINK Singapore,1.31024636364783,103.785071483842,271033
33A,MARGARET DR,1,2022,N,N,N,N,0,95,33A MARGARET DR Singapore,1.29833109574608,103.804515924175,141033
330,ANCHORVALE ST,1,2015,N,Y,N,N,0,88,330 ANCHORVALE ST Singapore,1.3968497990014,103.889246755784,540330
330,ANG MO KIO AVE 1,12,1980,Y,Y,N,N,195,53,330 ANG MO KIO AVE 1 Singapore,1.36243186402478,103.851030689651,560330
330,BT BATOK ST 33,17,1985,Y,N,N,N,80,58,330 BT BATOK ST 33 Singapore,1.36339848689145,103.748445426437,650330
330,CLEMENTI AVE 2,12,1977,Y,N,N,N,152,50,330 CLEMENTI AVE 2 Singapore,1.3137447051106,103.767781824632,120330
330,JURONG EAST AVE 1,13,1982,Y,N,N,N,120,55,330 JURONG EAST AVE 1 Singapore,1.35055495259482,103.73002911041,600330
330,SEMBAWANG CL,16,1998,Y,N,N,N,150,71,330 SEMBAWANG CL Singapore,1.44680507130646,103.817811631963,750330
330,SERANGOON AVE 3,12,1985,Y,N,N,N,134,58,330 SERANGOON AVE 3 Singapore,1.34993696977745,103.869562944176,550330
330,TAMPINES ST 32,10,1993,Y,N,N,N,52,66,330 TAMPINES ST 32 Singapore,1.35335611053088,103.959531512588,520330
330,TAH CHING RD,21,1996,Y,N,N,N,82,69,330 TAH CHING RD Singapore,1.33766746069838,103.724154795838,610330
330,UBI AVE 1,10,1985,Y,N,N,N,94,58,330 UBI AVE 1 Singapore,1.32650643553954,103.904049563769,400330
330,WOODLANDS AVE 1,12,1985,Y,N,N,N,60,58,330 WOODLANDS AVE 1 Singapore,1.42980320697192,103.778590443657,730330
330,YISHUN RING RD,12,1994,Y,N,N,N,99,67,330 YISHUN RING RD Singapore,1.43094164530207,103.842574798619,760330
330A,ANCHORVALE ST,16,2014,Y,N,N,N,105,87,330A ANCHORVALE ST Singapore,1.39662723563942,103.889865427006,541330
330A,SEMBAWANG CL,5,1998,N,N,N,Y,0,71,330A SEMBAWANG CL Singapore,1.44709213339557,103.817269555868,751330
330A,TAMPINES ST 32,5,1993,N,N,N,Y,0,66,330A TAMPINES ST 32 Singapore,1.35335595719563,103.959076704295,521330
330B,ANCHORVALE ST,16,2014,Y,N,N,N,105,87,330B ANCHORVALE ST Singapore,1.39655770884234,103.890240536174,542330
331,ANG MO KIO AVE 1,12,1979,Y,N,N,N,195,52,331 ANG MO KIO AVE 1 Singapore,1.36211140145298,103.85076647513,560331
331,BT BATOK ST 33,14,1985,Y,Y,N,N,118,58,331 BT BATOK ST 33 Singapore,1.36361186600798,103.747645306633,650331
331,CLEMENTI AVE 2,12,1977,Y,N,N,N,154,50,331 CLEMENTI AVE 2 Singapore,1.31413785421482,103.767942210615,120331
331,JURONG EAST AVE 1,13,1984,Y,Y,N,N,124,57,331 JURONG EAST AVE 1 Singapore,1.35082650419629,103.73042009299,600331
331,SERANGOON AVE 3,12,1985,Y,Y,N,N,88,58,331 SERANGOON AVE 3 Singapore,1.34964853999772,103.870212188005,550331
331,SEMBAWANG CL,16,1998,Y,N,N,N,150,71,331 SEMBAWANG CL Singapore,1.44752857706619,103.816661963955,750331
331,TAMPINES ST 32,10,1993,Y,N,N,N,52,66,331 TAMPINES ST 32 Singapore,1.35335621064813,103.959788744545,520331
331,TAH CHING RD,14,1995,Y,N,N,N,50,68,331 TAH CHING RD Singapore,1.33807458629683,103.723432148725,611331
331,UBI AVE 1,4,1985,Y,N,N,N,12,58,331 UBI AVE 1 Singapore,1.32658760601792,103.90351569256,400331
331,WOODLANDS AVE 1,12,1985,Y,N,N,N,72,58,331 WOODLANDS AVE 1 Singapore,1.42940879659713,103.778713415091,730331
331,YISHUN RING RD,12,1988,Y,N,N,N,110,61,331 YISHUN RING RD Singapore,1.43061313479548,103.843053582925,760331
331A,ANCHORVALE ST,16,2014,Y,N,N,N,90,87,331A ANCHORVALE ST Singapore,1.39594975733852,103.890467920512,541331
331A,KANG CHING RD,5,1995,N,N,N,Y,0,68,331A KANG CHING RD Singapore,1.33858982415525,103.722889900098,610331
331A,TAMPINES ST 32,5,1993,N,N,N,Y,0,66,331A TAMPINES ST 32 Singapore,1.35335589589732,103.960246276103,521331
331B,ANCHORVALE ST,16,2014,Y,N,N,N,105,87,331B ANCHORVALE ST Singapore,1.39567244030632,103.890125430899,542331
331C,ANCHORVALE ST,16,2014,Y,N,N,N,90,87,331C ANCHORVALE ST Singapore,1.39557791060487,103.889773699699,543331
332,ANG MO KIO AVE 1,11,1980,Y,Y,N,N,168,53,332 ANG MO KIO AVE 1 Singapore,1.36167030761833,103.851955453764,560332
332,ANCHORVALE LINK,6,2013,N,N,N,Y,0,86,332 ANCHORVALE LINK Singapore,1.39484510884758,103.892348012094,540332
332,BT BATOK ST 32,4,1985,Y,N,N,N,32,58,332 BT BATOK ST 32 Singapore,1.36375968270148,103.748197987376,650332
332,CLEMENTI AVE 2,14,1977,Y,N,N,N,130,50,332 CLEMENTI AVE 2 Singapore,1.31474029464441,103.76748755096,120332
332,HOUGANG AVE 5,13,1982,Y,Y,N,N,120,55,332 HOUGANG AVE 5 Singapore,1.36840583194353,103.897820383869,530332
332,JURONG EAST AVE 1,13,1984,Y,N,N,N,124,57,332 JURONG EAST AVE 1 Singapore,1.35159123927227,103.73019605105,600332
332,SEMBAWANG CL,16,1998,Y,N,N,N,107,71,332 SEMBAWANG CL Singapore,1.44670127140502,103.817044619348,750332
332,SERANGOON AVE 3,12,1985,Y,Y,N,N,138,58,332 SERANGOON AVE 3 Singapore,1.35101719466947,103.870185119998,550332
332,TAH CHING RD,13,1995,Y,Y,N,N,53,68,332 TAH CHING RD Singapore,1.3388206966531,103.72369051749,610332
332,TAMPINES ST 32,10,1994,Y,N,N,N,54,67,332 TAMPINES ST 32 Singapore,1.35316793762096,103.960688653393,520332
332,UBI AVE 1,4,1985,Y,N,N,N,8,58,332 UBI AVE 1 Singapore,1.32691366727129,103.902623089881,400332
332,WOODLANDS AVE 1,4,1985,Y,N,N,N,16,58,332 WOODLANDS AVE 1 Singapore,1.42974674839319,103.77913489252,730332
332,YISHUN RING RD,12,1988,Y,N,N,N,88,61,332 YISHUN RING RD Singapore,1.43046785703727,103.843466655787,760332
332A,ANCHORVALE LINK,16,2014,Y,N,N,N,90,87,332A ANCHORVALE LINK Singapore,1.39532164438575,103.891136801306,541332
332B,ANCHORVALE LINK,16,2014,Y,N,N,N,120,87,332B ANCHORVALE LINK Singapore,1.39510794817993,103.891456224107,542332
332C,ANCHORVALE LINK,16,2014,Y,N,N,N,120,87,332C ANCHORVALE LINK Singapore,1.39500219567352,103.891960984474,543332
333,ANCHORVALE LINK,1,2014,N,N,N,N,0,87,333 ANCHORVALE LINK Singapore,1.39467013266015,103.892054094669,540333
333,ANG MO KIO AVE 1,11,1980,Y,N,N,N,179,53,333 ANG MO KIO AVE 1 Singapore,1.3613425564061,103.851698621454,560333
333,BT BATOK ST 32,10,1985,Y,N,N,N,132,58,333 BT BATOK ST 32 Singapore,1.36418205578453,103.747797285557,650333
333,CLEMENTI AVE 2,14,1977,Y,N,N,N,130,50,333 CLEMENTI AVE 2 Singapore,1.31518419506769,103.767498748964,120333
333,HOUGANG AVE 5,4,1982,Y,N,N,N,24,55,333 HOUGANG AVE 5 Singapore,1.36849761537181,103.898423005409,530333
333,JURONG EAST AVE 1,4,1983,Y,N,N,N,12,56,333 JURONG EAST AVE 1 Singapore,1.35124158359642,103.730961431641,600333
333,KANG CHING RD,13,1995,Y,N,N,N,53,68,333 KANG CHING RD Singapore,1.33927933228555,103.723441613129,610333
333,KRETA AYER RD,19,1981,Y,Y,N,N,126,54,333 KRETA AYER RD Singapore,1.28074833681274,103.84246340102,080333
333,SEMBAWANG CL,16,1998,Y,N,N,N,107,71,333 SEMBAWANG CL Singapore,1.44699020882626,103.816416175536,750333
333,SERANGOON AVE 3,12,1985,Y,N,N,N,88,58,333 SERANGOON AVE 3 Singapore,1.35049745808834,103.870440178642,550333
333,TAMPINES ST 32,10,1994,Y,Y,N,N,52,67,333 TAMPINES ST 32 Singapore,1.35335719461145,103.961129743774,520333
333,UBI AVE 1,15,1985,Y,N,N,N,70,58,333 UBI AVE 1 Singapore,1.32669704800522,103.90298325894,400333
333,WOODLANDS ST 32,4,1984,Y,N,N,N,16,57,333 WOODLANDS ST 32 Singapore,1.42976674719237,103.780001772636,730333
333,YISHUN ST 31,6,2013,N,N,N,Y,0,86,333 YISHUN ST 31 Singapore,1.43163804725528,103.845020508319,760333
333A,ANCHORVALE LINK,16,2014,Y,N,N,N,90,87,333A ANCHORVALE LINK Singapore,1.39468433299355,103.89086832093,541333
333A,YISHUN ST 31,15,2014,Y,N,N,N,88,87,333A YISHUN ST 31 Singapore,1.43199924808838,103.844936720419,761333
333B,ANCHORVALE LINK,16,2014,Y,N,N,N,90,87,333B ANCHORVALE LINK Singapore,1.39457895953303,103.891425367847,542333
333B,YISHUN ST 31,15,2014,Y,N,N,N,120,87,333B YISHUN ST 31 Singapore,1.43193043415117,103.84530779885,762333
333C,ANCHORVALE LINK,16,2014,Y,N,N,N,90,87,333C ANCHORVALE LINK Singapore,1.39441572025048,103.891773836701,543333
333C,YISHUN ST 31,15,2014,Y,Y,N,N,106,87,333C YISHUN ST 31 Singapore,1.43175072143693,103.845531235722,763333
333D,ANCHORVALE LINK,16,2013,Y,N,N,N,75,86,333D ANCHORVALE LINK Singapore,1.39422494446126,103.892243948665,544333
333D,YISHUN ST 31,15,2014,Y,N,N,N,140,87,333D YISHUN ST 31 Singapore,1.43208985750645,103.846198333971,764333
334,ANCHORVALE CRES,6,2014,N,N,N,Y,0,87,334 ANCHORVALE CRES Singapore,1.39798129900367,103.889866241869,540334
334,ANG MO KIO AVE 1,11,1981,Y,N,N,N,100,54,334 ANG MO KIO AVE 1 Singapore,1.36371827871035,103.850980294912,560334
334,BT BATOK ST 32,4,1985,Y,N,N,N,32,58,334 BT BATOK ST 32 Singapore,1.36462915723034,103.747831425337,650334
334,CLEMENTI AVE 2,12,1978,Y,N,N,N,152,51,334 CLEMENTI AVE 2 Singapore,1.31518502692041,103.768432708555,120334
334,HOUGANG AVE 5,13,1982,Y,N,N,N,120,55,334 HOUGANG AVE 5 Singapore,1.36886216557438,103.897954352984,530334
334,JURONG EAST AVE 1,4,1983,Y,N,N,N,24,56,334 JURONG EAST AVE 1 Singapore,1.35078279521922,103.731532573887,600334
334,KANG CHING RD,14,1995,Y,N,N,N,54,68,334 KANG CHING RD Singapore,1.33940432115565,103.722907285019,610334
334,KRETA AYER RD,25,1980,Y,Y,N,N,88,53,334 KRETA AYER RD Singapore,1.28160641229699,103.84233592597,080334
334,SEMBAWANG CL,16,1998,Y,N,N,N,169,71,334 SEMBAWANG CL Singapore,1.44732828215134,103.81582008771,750334
334,SERANGOON AVE 3,12,1986,Y,N,N,N,88,59,334 SERANGOON AVE 3 Singapore,1.35024124933334,103.870832447555,550334
334,TAMPINES ST 32,10,1993,Y,N,N,N,54,66,334 TAMPINES ST 32 Singapore,1.35238951465829,103.961041591251,520334
334,UBI AVE 1,15,1985,Y,N,N,N,70,58,334 UBI AVE 1 Singapore,1.32639446873503,103.903071539258,400334
334,WOODLANDS ST 32,12,1984,Y,N,N,N,88,57,334 WOODLANDS ST 32 Singapore,1.43004416735978,103.780454637803,730334
334,YISHUN ST 31,6,2014,N,N,N,Y,0,87,334 YISHUN ST 31 Singapore,1.43248882630768,103.845111367493,760334
334A,ANCHORVALE CRES,16,2014,Y,N,N,N,90,87,334A ANCHORVALE CRES Singapore,1.39838638603313,103.889425801052,541334
334A,SEMBAWANG CL,1,2005,N,Y,N,N,0,78,334A SEMBAWANG CL Singapore,1.44804933629396,103.816349002107,751334
334A,YISHUN ST 31,15,2014,Y,N,N,N,88,87,334A YISHUN ST 31 Singapore,1.43290624174601,103.844695383831,761334
334B,ANCHORVALE CRES,16,2014,Y,N,N,N,117,87,334B ANCHORVALE CRES Singapore,1.39846172684413,103.889969214694,542334
334B,YISHUN ST 31,15,2014,Y,N,N,N,98,87,334B YISHUN ST 31 Singapore,1.43253702015663,103.845643034703,762334
334C,ANCHORVALE CRES,16,2014,Y,N,N,N,115,87,334C ANCHORVALE CRES Singapore,1.39742222673837,103.889703923973,543334
334C,YISHUN ST 31,15,2014,Y,N,N,N,98,87,334C YISHUN ST 31 Singapore,1.43266234024076,103.846321811361,763334
334D,YISHUN ST 31,15,2014,Y,N,N,N,98,87,334D YISHUN ST 31 Singapore,1.43243953154701,103.84649027056,764334
335,ANCHORVALE CRES,1,2015,N,N,N,N,0,88,335 ANCHORVALE CRES Singapore,1.39761232179313,103.88992785414,540335
335,ANG MO KIO AVE 1,13,1981,Y,N,N,N,120,54,335 ANG MO KIO AVE 1 Singapore,1.36320996798464,103.850690597254,560335
335,BT BATOK ST 32,4,1985,Y,N,N,N,16,58,335 BT BATOK ST 32 Singapore,1.36454992483304,103.748092994225,650335
335,CLEMENTI AVE 2,12,1977,Y,N,N,N,152,50,335 CLEMENTI AVE 2 Singapore,1.31699411182356,103.768506615632,120335
335,HOUGANG AVE 7,4,1984,Y,Y,N,N,12,57,335 HOUGANG AVE 7 Singapore,1.36894817453626,103.898718101831,530335
335,JURONG EAST AVE 1,4,1983,Y,N,N,N,16,56,335 JURONG EAST AVE 1 Singapore,1.35021953451848,103.732162745946,600335
335,KANG CHING RD,19,1995,Y,N,N,N,64,68,335 KANG CHING RD Singapore,1.33904268221226,103.723146242833,610335
335,SEMBAWANG CL,16,1998,Y,Y,N,N,117,71,335 SEMBAWANG CL Singapore,1.44716347336281,103.815013547479,750335
335,SERANGOON AVE 3,12,1985,Y,N,N,N,138,58,335 SERANGOON AVE 3 Singapore,1.3494422140895,103.871067807837,550335
335,SMITH ST,4,1983,N,Y,Y,Y,0,56,335 SMITH ST Singapore,1.2822749605271,103.843238518071,050335
335,TAMPINES ST 32,10,1994,Y,N,N,N,47,67,335 TAMPINES ST 32 Singapore,1.35250493912815,103.960594510325,520335
335,UBI AVE 1,4,1985,Y,N,N,N,8,58,335 UBI AVE 1 Singapore,1.32604165545422,103.902829256785,400335
335,WOODLANDS ST 32,10,1984,Y,Y,N,N,130,57,335 WOODLANDS ST 32 Singapore,1.42972520117129,103.780579357988,730335
335A,ANCHORVALE CRES,16,2014,Y,N,N,N,120,87,335A ANCHORVALE CRES Singapore,1.39835828293606,103.889074371303,541335
335A,SEMBAWANG CL,5,1998,N,N,N,Y,0,71,335A SEMBAWANG CL Singapore,1.44768656936526,103.81549721844,751335
335A,SMITH ST,21,1983,Y,N,N,N,161,56,335A SMITH ST Singapore,1.28211630828089,103.842845624261,051335
